"termino_espanol","termino_ingles","emotion","valence","arousal","dominance","nivel_arousal"
"crítica","criticism","anger",-0.77,0.126,0.01,"medio"
"crítica","chicane","anticipation",-0.286,-0.08,-0.038,"medio"
"crítica","criticism","sadness",-0.77,0.126,0.01,"medio"
"crítica","chicane","surprise",-0.286,-0.08,-0.038,"medio"
"crítica","chicane","trust",-0.286,-0.08,-0.038,"medio"
"criticar","criticize","anger",-0.714,0.416,-0.054,"alto"
"criticar","criticize","disgust",-0.714,0.416,-0.054,"alto"
"criticar","criticize","fear",-0.714,0.416,-0.054,"alto"
"criticar","criticize","sadness",-0.714,0.416,-0.054,"alto"
"crónica","chronicle","trust",-0.146,0.142,0.172,"medio"
"crónico","chronic","sadness",-0.49,0.23,-0.072,"medio"
"crucial","crucial","trust",0.082,0.314,0.554,"medio"
"crucifixión","crucifixion","anger",-0.865,0.711,-0.917,"alto"
"crucifixión","crucifixion","disgust",-0.865,0.711,-0.917,"alto"
"crucifixión","crucifixion","fear",-0.865,0.711,-0.917,"alto"
"crucifixión","crucifixion","sadness",-0.865,0.711,-0.917,"alto"
"crudo","crude","disgust",-0.604,-0.196,-0.286,"medio"
"cruel","unkind","anger",-0.73,-0.182,-0.38,"medio"
"cruel","cruel","anger",-0.756,0.732,-0.218,"alto"
"cruel","unkind","disgust",-0.73,-0.182,-0.38,"medio"
"cruel","cruel","disgust",-0.756,0.732,-0.218,"alto"
"cruel","cruel","fear",-0.756,0.732,-0.218,"alto"
"cruel","unkind","fear",-0.73,-0.182,-0.38,"medio"
"cruel","heartless","sadness",-0.858,0.304,-0.2,"medio"
"cruel","cruel","sadness",-0.756,0.732,-0.218,"alto"
"cruel","unkind","sadness",-0.73,-0.182,-0.38,"medio"
"crueldad","cruelty","anger",-0.816,0.672,0.072,"alto"
"crueldad","cruelty","disgust",-0.816,0.672,0.072,"alto"
"crueldad","cruelty","fear",-0.816,0.672,0.072,"alto"
"crueldad","cruelty","sadness",-0.816,0.672,0.072,"alto"
"crujido","crunch","anger",-0.416,0.26,-0.188,"medio"
"crujiente","crusty","disgust",0.25,0.062,-0.054,"medio"
"crujiente","crisp","trust",0.552,0.384,0.016,"alto"
"cruz","cross","anger",-0.104,-0.358,0.138,"bajo"
"cruz","cross","fear",-0.104,-0.358,0.138,"bajo"
"cruz","cross","sadness",-0.104,-0.358,0.138,"bajo"
"cruzada","crusade","anger",0.184,0.44,0.418,"alto"
"cruzada","crusade","fear",0.184,0.44,0.418,"alto"
"cuadro","chart","trust",-0.062,-0.366,-0.34,"bajo"
"cuarentena","quarantine","fear",-0.68,0.154,0.178,"medio"
"cubo","cube","trust",-0.062,-0.548,-0.452,"bajo"
"cubrir","cover","trust",-0.27,-0.52,-0.058,"bajo"
"cuenta","account","trust",0.062,-0.306,-0.056,"medio"
"cuenta regresiva","countdown","anticipation",-0.124,0.384,-0.02,"alto"
"cuentas","accounts","trust",0.184,-0.32,-0.058,"medio"
"cuerpo","carcass","disgust",-0.77,0.058,-0.382,"medio"
"cuerpo","carcass","fear",-0.77,0.058,-0.382,"medio"
"cuerpo","carcass","sadness","-0.77","0.058","-0.382","medio"
"cuesta arriba","uphill","anticipation","-0.208","0.446","0.144","alto"
"cuesta arriba","uphill","fear","-0.208","0.446","0.144","alto"
"cuestionable","questionable","disgust","-0.464","0.102","-0.27","medio"
"culinario","culinary","trust","0.308","-0.114","0.038","medio"
"culo","bum","disgust","-0.438","-0.098","-0.69","medio"
"culo","bum","sadness","-0.438","-0.098","-0.69","medio"
"culpa","blame","anger","-0.77","0.28","-0.382","medio"
"culpa","guilt","disgust","-0.584","0.134","-0.588","medio"
"culpa","blame","disgust","-0.77","0.28","-0.382","medio"
"culpa","fault","sadness","-0.624","0.116","-0.632","medio"
"culpa","guilt","sadness","-0.584","0.134","-0.588","medio"
"culpable","guilty","anger","-0.73","0.54","-0.296","alto"
"culpable","guilty","sadness","-0.73","0.54","-0.296","alto"
"cultivar","cultivate","anticipation","0.416","-0.18","0.196","medio"
"cultivar","cultivate","trust","0.416","-0.18","0.196","medio"
"culto","cult","fear","-0.104","0.07","0.296","medio"
"cumpleaños","birthday","anticipation","0.938","0.688","0.15","alto"
"cumpleaños","birthday","joy","0.938","0.688","0.15","alto"
"cumpleaños","birthday","surprise","0.938","0.688","0.15","alto"
"cumplido","compliment","anticipation","0.64","-0.02","0.302","medio"
"cumplido","compliment","joy","0.64","-0.02","0.302","medio"
"cumplido","compliment","surprise","0.64","-0.02","0.302","medio"
"cumplido","compliment","trust","0.64","-0.02","0.302","medio"
"cumplimiento","fulfillment","anticipation","0.666","0.056","0.366","medio"
"cumplimiento","fulfillment","joy","0.666","0.056","0.366","medio"
"cumplimiento","compliance","trust","0.5","-0.076","0.5","medio"
"cumplimiento","fulfillment","trust","0.666","0.056","0.366","medio"
"cuna","cradle","anticipation","0.552","-0.489","-0.334","bajo"
"cuna","cradle","joy","0.552","-0.489","-0.334","bajo"
"cuna","cradle","trust","0.552","-0.489","-0.334","bajo"
"Cuota","share","anticipation","0.518","0.096","0.09","medio"
"Cuota","share","joy","0.518","0.096","0.09","medio"
"Cuota","share","trust","0.518","0.096","0.09","medio"
"curable","curable","trust","0.646","-0.416","0.148","bajo"
"curandero","quack","disgust","0.06","-0.098","0.25","medio"
"curiosidad","curiosity","anticipation","0.5","0.51","-0.074","alto"
"curiosidad","curiosity","surprise","0.5","0.51","-0.074","alto"
"curtido","hardened","anger","-0.188","0.236","0.528","medio"
"curtido","hardened","disgust","-0.188","0.236","0.528","medio"
"curtido","hardened","fear","-0.188","0.236","0.528","medio"
"custodia","custody","trust","-0.012","-0.056","0.35","medio"
"custodia","safekeeping","trust","0.306","0.02","0.172","medio"
"custodio","custodian","trust","0.188","0.25","0.056","medio"
"dados","craps","anticipation","-0.25","-0.16","-0.454","medio"
"daga","dagger","fear","-0.552","0.594","0.226","alto"
"dama","dame","anger","0.388","-0.04","0","medio"
"dama","dame","disgust","0.388","-0.04","0","medio"
"dama","dame","trust","0.388","-0.04","0","medio"
"dama de honor","bridesmaid","joy","0.496","0.038","0.236","medio"
"dama de honor","bridesmaid","trust","0.496","0.038","0.236","medio"
"dandy","dandy","disgust","0.346","0.04","0.26","medio"
"dañar","harm","fear","-0.854","0.358","-0.154","alto"
"dañino","harmful","anger","-0.812","0.5","-0.418","alto"
"dañino","harmful","disgust","-0.812","0.5","-0.418","alto"
"dañino","harmful","fear","-0.812","0.5","-0.418","alto"
"dañino","harmful","sadness","-0.812","0.5","-0.418","alto"
"daño","damage","anger","-0.882","0.452","-0.194","alto"
"daño","damage","disgust","-0.882","0.452","-0.194","alto"
"daño","damage","sadness","-0.882","0.452","-0.194","alto"
"daños y perjuicios","damages","sadness","-0.836","0.52","-0.38","alto"
"dar fe","attest","trust","-0.122","0.42","0.37","alto"
"dar un toque","poke","anticipation","-0.27","0.426","-0.05","alto"
"dardo","dart","fear","-0.166","0.216","0","medio"
"de confianza","reliable","trust","0.824","-0.518","0.75","bajo"
"de despedida","parting","sadness","-0.48","0.084","-0.294","medio"
"de mala fama","disreputable","anger","-0.792","0.376","-0.294","alto"
"de mala fama","disreputable","disgust","-0.792","0.376","-0.294","alto"
"de mala fama","disreputable","fear","-0.792","0.376","-0.294","alto"
"de maniático","cranky","anger","-0.612","0.552","-0.208","alto"
"de repente","suddenly","surprise","0.34","0.02","-0.088","medio"
"de serie","serial","anticipation","-0.062","-0.3","-0.056","medio"
"debacle","debacle","fear","-0.688","0.212","-0.468","medio"
"debacle","debacle","sadness","-0.688","0.212","-0.468","medio"
"debido","owing","anger","-0.208","-0.386","-0.238","bajo"
"debido","owing","anticipation","-0.208","-0.386","-0.238","bajo"
"debido","owing","disgust","-0.208","-0.386","-0.238","bajo"
"debido","owing","fear","-0.208","-0.386","-0.238","bajo"
"debido","owing","sadness","-0.208","-0.386","-0.238","bajo"
"debido","owing","trust","-0.208","-0.386","-0.238","bajo"
"débil","feeble","sadness","-0.686","-0.44","-0.891","bajo"
"debilitante","wasting","disgust","-0.898","-0.166","-0.63","medio"
"debilitante","wasting","fear","-0.898","-0.166","-0.63","medio"
"debilitante","wasting","sadness","-0.898","-0.166","-0.63","medio"
"debilucho","wimpy","anger","-0.624","-0.416","-0.732","bajo"
"debilucho","wimpy","disgust","-0.624","-0.416","-0.732","bajo"
"debilucho","wimpy","fear","-0.624","-0.416","-0.732","bajo"
"debilucho","wimpy","sadness","-0.624","-0.416","-0.732","bajo"
"decadencia","decay","fear","-0.714","-0.376","-0.66","bajo"
"decadencia","decay","sadness","-0.714","-0.376","-0.66","bajo"
"decaido","decayed","disgust","-0.975","-0.284","-0.516","medio"
"decaido","decayed","sadness","-0.975","-0.284","-0.516","medio"
"decepción","disappointment","disgust","-0.77","-0.02","-0.328","medio"
"decepción","disappointment","sadness","-0.77","-0.02","-0.328","medio"
"decepcionado","upset","anger","-0.858","0.36","-0.34","alto"
"decepcionado","disappointed","anger","-0.858","-0.056","-0.518","medio"
"decepcionado","disappointed","disgust","-0.858","-0.056","-0.518","medio"
"decepcionado","disappointed","sadness","-0.858","-0.056","-0.518","medio"
"decepcionado","upset","sadness","-0.858","0.36","-0.34","alto"
"decepcionante","disappointing","sadness","-0.854","0.28","-0.6","medio"
"decepcionar","disappoint","anger","-0.7","0.266","-0.424","medio"
"decepcionar","disappoint","disgust","-0.7","0.266","-0.424","medio"
"decepcionar","disappoint","sadness","-0.7","0.266","-0.424","medio"
"dechado","paragon","anticipation","-0.02","-0.138","-0.054","medio"
"dechado","paragon","joy","-0.02","-0.138","-0.054","medio"
"dechado","paragon","trust","-0.02","-0.138","-0.054","medio"
"decimotercero","thirteenth","fear","-0.184","-0.34","-0.15","bajo"
"declaración","statement","trust","0.376","0.216","0.65","medio"
"declaración errónea","misstatement","anger","-0.396","0.094","-0.558","medio"
"declaración errónea","misstatement","disgust","-0.396","0.094","-0.558","medio"
"defecto","failing","anger","-0.75","-0.02","-0.464","medio"
"defecto","defect","anger","-0.73","0.122","-0.63","medio"
"defecto","blemish","anger","-0.562","0.116","-0.456","medio"
"defecto","failing","anticipation","-0.75","-0.02","-0.464","medio"
"defecto","blemish","disgust","-0.562","0.116","-0.456","medio"
"defecto","default","disgust","-0.082","-0.314","0.424","medio"
"defecto","blemish","fear","-0.562","0.116","-0.456","medio"
"defecto","failing","fear","-0.75","-0.02","-0.464","medio"
"defecto","default","fear","-0.082","-0.314","0.424","medio"
"defecto","blemish","sadness","-0.562","0.116","-0.456","medio"
"defecto","default","sadness","-0.082","-0.314","0.424","medio"
"defecto","failing","sadness","-0.75","-0.02","-0.464","medio"
"defectuoso","defective","disgust","-0.756","0.16","-0.452","medio"
"defender","defend","fear","0.396","0.444","0.34","alto"
"defendido","defended","trust","0.326","-0.098","0.164","medio"
"defensa","defense","anger","0.304","0.396","0.604","alto"
"defensa","defense","anticipation","0.304","0.396","0.604","alto"
"defensa","defense","fear","0.304","0.396","0.604","alto"
"defensa","fender","trust","-0.262","-0.082","-0.048","medio"
"defensor","defender","trust","0.278","0.416","0.5","alto"
"defensor","advocate","trust","0.102","0.06","0.636","medio"
"deferencia","deference","trust","0.02","-0.208","-0.106","medio"
"definitivo","definitive","trust","0.166","-0.042","0.574","medio"
"deflación","deflation","fear","-0.426","0.072","-0.186","medio"
"deformación","warp","anger","-0.312","-0.166","-0.254","medio"
"deformación","warp","sadness","-0.312","-0.166","-0.254","medio"
"deformado","deformed","disgust","-0.604","-0.13","-0.384","medio"
"deformado","deformed","sadness","-0.604","-0.13","-0.384","medio"
"deformar","deform","disgust","-0.776","0.308","-0.432","medio"
"deformidad","deformity","disgust","-0.68","0.138","-0.518","medio"
"deformidad","deformity","fear","-0.68","0.138","-0.518","medio"
"deformidad","deformity","sadness","-0.68","0.138","-0.518","medio"
"defraudar","defraud","anger","-0.552","0.27","-0.372","medio"
"defraudar","defraud","disgust","-0.552","0.27","-0.372","medio"
"degeneración","degeneracy","anger","-0.714","0.44","-0.404","alto"
"degeneración","degeneracy","disgust","-0.714","0.44","-0.404","alto"
"degeneración","degeneracy","sadness","-0.714","0.44","-0.404","alto"
"degradante","degrading","disgust","-0.938","0.166","-0.536","medio"
"degradante","degrading","fear","-0.938","0.166","-0.536","medio"
"degradante","degrading","sadness","-0.938","0.166","-0.536","medio"
"degradar","degrade","disgust","-0.834","0","-0.632","medio"
"delegar","delegate","trust","0.224","-0.018","0.316","medio"
"deleitar","delight","anticipation","0.898","0.332","0.294","medio"
"deleitar","delight","joy","0.898","0.332","0.294","medio"
"delfín","dolphin","joy","0.552","-0.3","-0.172","medio"
"delfín","dolphin","surprise","0.552","-0.3","-0.172","medio"
"delfín","dolphin","trust","0.552","-0.3","-0.172","medio"
"deliberado","willful","anger","0.114","0.438","0.284","alto"
"deliberado","willful","sadness","0.114","0.438","0.284","alto"
"delicado","squeamish","disgust","-0.648","0.312","-0.094","medio"
"delicado","squeamish","fear","-0.648","0.312","-0.094","medio"
"delicioso","luscious","anticipation","0.77","0.104","0.09","medio"
"delicioso","delicious","joy","0.854","0.3","0.178","medio"
"delicioso","luscious","joy","0.77","0.104","0.09","medio"
"delincuente","offender","anger","-0.792","0.702","0.074","alto"
"delincuente","criminal","anger","-0.958","0.66","0.058","alto"
"delincuente","delinquent","anger","-0.898","0.808","0","alto"
"delincuente","criminal","disgust","-0.958","0.66","0.058","alto"
"delincuente","offender","disgust","-0.792","0.702","0.074","alto"
"delincuente","delinquent","disgust","-0.898","0.808","0","alto"
"delincuente","criminal","fear","-0.958","0.66","0.058","alto"
"delincuente","offender","fear","-0.792","0.702","0.074","alto"
"delincuente","offender","sadness","-0.792","0.702","0.074","alto"
"delirante","raving","anger","-0.376","0.528","-0.284","alto"
"delirante","delusional","anger","-0.562","0.49","-0.346","alto"
"delirante","raving","anticipation","-0.376","0.528","-0.284","alto"
"delirante","raving","fear","-0.376","0.528","-0.284","alto"
"delirante","delusional","fear","-0.562","0.49","-0.346","alto"
"delirante","raving","joy","-0.376","0.528","-0.284","alto"
"delirante","delirious","sadness","-0.562","0.548","0.076","alto"
"delirante","raving","surprise","-0.376","0.528","-0.284","alto"
"delirio","rave","anger","-0.02","0.274","-0.16","medio"
"delirio","delirium","disgust","-0.534","0.388","-0.032","alto"
"delirio","rave","disgust","-0.02","0.274","-0.16","medio"
"delirio","rave","joy","-0.02","0.274","-0.16","medio"
"delirio","delirium","sadness","-0.534","0.388","-0.032","alto"
"delirio","rave","surprise","-0.02","0.274","-0.16","medio"
"delirio","rave","trust","-0.02","0.274","-0.16","medio"
"delito","crime","anger","-0.858","0.886","0.26","alto"
"demacrado","emaciated","fear","-0.794","0.082","-0.698","medio"
"demacrado","emaciated","sadness","-0.794","0.082","-0.698","medio"
"demacrado","haggard","sadness","-0.77","0.02","-0.508","medio"
"demanda judicial","lawsuit","anger","-0.562","0.588","0.222","alto"
"demanda judicial","lawsuit","disgust","-0.562","0.588","0.222","alto"
"demanda judicial","lawsuit","fear","-0.562","0.588","0.222","alto"
"demanda judicial","lawsuit","sadness","-0.562","0.588","0.222","alto"
"demanda judicial","lawsuit","surprise","-0.562","0.588","0.222","alto"
"demandante","claimant","anger","-0.458","0.38","0.558","alto"
"demandante","claimant","disgust","-0.458","0.38","0.558","alto"
"demandar","sue","anger","-0.562","0.462","0.358","alto"
"demandar","sue","sadness","-0.562","0.462","0.358","alto"
"demencia","dementia","fear","-0.816","0.558","-0.326","alto"
"demencia","dementia","sadness","-0.816","0.558","-0.326","alto"
"demente","demented","fear","-0.824","0.574","-0.382","alto"
"demoler","demolish","anger","-0.75","0.264","0.4","medio"
"demoler","demolish","sadness","-0.75","0.264","0.4","medio"
"demoníaco","demonic","anger","-0.708","0.75","0.2","alto"
"demoníaco","demonic","disgust","-0.708","0.75","0.2","alto"
"demoníaco","demonic","fear","-0.708","0.75","0.2","alto"
"demoníaco","demonic","sadness","-0.708","0.75","0.2","alto"
"demonio","daemon","anger","-0.334","-0.02","0","medio"
"demonio","fiend","anger","-0.708","0.806","0.216","alto"
"demonio","devil","anger","-0.678","0.8","0.222","alto"
"demonio","demon","anger","-0.926","0.816","0.018","alto"
"demonio","evil","anger","-0.92","0.654","0.09","alto"
"demonio","devil","anticipation","-0.678","0.8","0.222","alto"
"demonio","daemon","disgust","-0.334","-0.02","0","medio"
"demonio","evil","disgust","-0.92","0.654","0.09","alto"
"demonio","fiend","disgust","-0.708","0.806","0.216","alto"
"demonio","devil","disgust","-0.678","0.8","0.222","alto"
"demonio","demon","disgust","-0.926","0.816","0.018","alto"
"demonio","demon","fear","-0.926","0.816","0.018","alto"
"demonio","devil","fear","-0.678","0.8","0.222","alto"
"demonio","daemon","fear","-0.334","-0.02","0","medio"
"demonio","evil","fear","-0.92","0.654","0.09","alto"
"demonio","fiend","fear","-0.708","0.806","0.216","alto"
"demonio","daemon","sadness","-0.334","-0.02","0","medio"
"demonio","devil","sadness","-0.678","0.8","0.222","alto"
"demonio","demon","sadness","-0.926","0.816","0.018","alto"
"demonio","evil","sadness","-0.92","0.654","0.09","alto"
"demonio","daemon","surprise","-0.334","-0.02","0","medio"
"demora","delay","anger","-0.592","0.02","-0.619","medio"
"demora","delay","disgust","-0.592","0.02","-0.619","medio"
"demora","delay","fear","-0.592","0.02","-0.619","medio"
"demora","delay","sadness","-0.592","0.02","-0.619","medio"
"demostrativo","demonstrative","joy","0.312","0.056","0.472","medio"
"demostrativo","demonstrative","sadness","0.312","0.056","0.472","medio"
"denegado","denied","sadness","-0.624","0.208","-0.334","medio"
"dentro de poco","shortly","anticipation","0.164","-0.38","-0.28","bajo"
"denuncia","denunciation","anger","-0.708","0.66","0.122","alto"
"denuncia","denunciation","disgust","-0.708","0.66","0.122","alto"
"denuncia","denunciation","fear","-0.708","0.66","0.122","alto"
"denunciar","denounce","anger","-0.834","0.56","-0.148","alto"
"denunciar","denounce","disgust","-0.834","0.56","-0.148","alto"
"dependencia","dependence","fear","-0.5","-0.098","-0.134","medio"
"dependencia","dependence","sadness","-0.5","-0.098","-0.134","medio"
"dependencia","reliance","trust","0.688","-0.138","0.706","medio"
"depender","depend","anticipation","-0.224","-0.142","-0.284","medio"
"depender","depend","trust","-0.224","-0.142","-0.284","medio"
"dependiente","dependent","trust","-0.292","-0.09","-0.192","medio"
"deplorable","deplorable","anger","-0.73","0.314","-0.54","medio"
"deplorable","deplorable","disgust","-0.73","0.314","-0.54","medio"
"deplorable","deplorable","fear","-0.73","0.314","-0.54","medio"
